path,class_name,fold
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1142.jpg,Late_blight227,2
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1143.jpg,Late_blight227,3
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1144.jpg,Late_blight227,2
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1145.jpg,Late_blight227,1
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1146.jpg,Late_blight227,1
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1147.jpg,Late_blight227,2
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1148.jpg,Late_blight227,3
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1149.jpg,Late_blight227,3
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb115.jpg,Late_blight227,0
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1150.jpg,Late_blight227,0
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1151.jpg,Late_blight227,3
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1152.jpg,Late_blight227,1
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1153.jpg,Late_blight227,4
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1154.jpg,Late_blight227,2
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1155.jpg,Late_blight227,0
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1156.jpg,Late_blight227,2
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1157.jpg,Late_blight227,4
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1158.jpg,Late_blight227,4
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1159.jpg,Late_blight227,3
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb116.jpg,Late_blight227,3
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1160.jpg,Late_blight227,0
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1161.jpg,Late_blight227,1
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1162.jpg,Late_blight227,2
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1163.jpg,Late_blight227,2
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1164.jpg,Late_blight227,4
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1165.jpg,Late_blight227,0
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1166.jpg,Late_blight227,3
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1167.jpg,Late_blight227,4
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1168.jpg,Late_blight227,1
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1169.jpg,Late_blight227,1
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb117.jpg,Late_blight227,1
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1170.jpg,Late_blight227,4
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1171.jpg,Late_blight227,0
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1172.jpg,Late_blight227,0
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1173.jpg,Late_blight227,2
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1174.jpg,Late_blight227,1
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1175.jpg,Late_blight227,3
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1176.jpg,Late_blight227,4
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1177.jpg,Late_blight227,4
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1178.jpg,Late_blight227,3
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1179.jpg,Late_blight227,3
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb118.jpg,Late_blight227,4
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1180.jpg,Late_blight227,0
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1181.jpg,Late_blight227,4
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1182.jpg,Late_blight227,2
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1183.jpg,Late_blight227,2
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1184.jpg,Late_blight227,4
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1185.jpg,Late_blight227,0
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1186.jpg,Late_blight227,4
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1187.jpg,Late_blight227,2
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1188.jpg,Late_blight227,1
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1189.jpg,Late_blight227,2
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb119.jpg,Late_blight227,3
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1190.jpg,Late_blight227,2
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1191.jpg,Late_blight227,4
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1192.jpg,Late_blight227,4
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1193.jpg,Late_blight227,4
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1194.jpg,Late_blight227,3
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1195.jpg,Late_blight227,0
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1196.jpg,Late_blight227,2
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1197.jpg,Late_blight227,2
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1198.jpg,Late_blight227,0
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1199.jpg,Late_blight227,4
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb12.jpg,Late_blight227,1
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb120.jpg,Late_blight227,3
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1200.jpg,Late_blight227,4
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1201.jpg,Late_blight227,2
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1202.jpg,Late_blight227,4
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1203.jpg,Late_blight227,1
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1204.jpg,Late_blight227,3
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1205.jpg,Late_blight227,0
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1206.jpg,Late_blight227,0
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1207.jpg,Late_blight227,4
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1208.jpg,Late_blight227,0
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1209.jpg,Late_blight227,2
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb121.jpg,Late_blight227,1
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1210.jpg,Late_blight227,0
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1211.jpg,Late_blight227,1
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1212.jpg,Late_blight227,1
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1213.jpg,Late_blight227,4
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1214.jpg,Late_blight227,3
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1215.jpg,Late_blight227,1
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1216.jpg,Late_blight227,1
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1217.jpg,Late_blight227,0
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1218.jpg,Late_blight227,2
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1219.jpg,Late_blight227,1
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb122.jpg,Late_blight227,0
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1220.jpg,Late_blight227,2
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1221.jpg,Late_blight227,2
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1222.jpg,Late_blight227,1
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1223.jpg,Late_blight227,0
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1224.jpg,Late_blight227,0
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1225.jpg,Late_blight227,1
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1226.jpg,Late_blight227,3
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1227.jpg,Late_blight227,1
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1228.jpg,Late_blight227,4
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1229.jpg,Late_blight227,1
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb123.jpg,Late_blight227,2
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1230.jpg,Late_blight227,0
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1231.jpg,Late_blight227,3
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1232.jpg,Late_blight227,2
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1233.jpg,Late_blight227,2
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1234.jpg,Late_blight227,0
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1235.jpg,Late_blight227,4
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1236.jpg,Late_blight227,2
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1237.jpg,Late_blight227,1
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1238.jpg,Late_blight227,2
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb124.jpg,Late_blight227,2
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1240.jpg,Late_blight227,0
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1241.jpg,Late_blight227,1
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1242.jpg,Late_blight227,2
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1243.jpg,Late_blight227,1
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1244.jpg,Late_blight227,4
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1245.jpg,Late_blight227,0
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1246.jpg,Late_blight227,4
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1247.jpg,Late_blight227,0
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1248.jpg,Late_blight227,3
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1249.jpg,Late_blight227,2
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb125.jpg,Late_blight227,3
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1250.jpg,Late_blight227,0
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1251.jpg,Late_blight227,3
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1252.jpg,Late_blight227,1
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1253.jpg,Late_blight227,0
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1254.jpg,Late_blight227,2
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1255.jpg,Late_blight227,0
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1256.jpg,Late_blight227,0
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1257.jpg,Late_blight227,4
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1258.jpg,Late_blight227,3
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1259.jpg,Late_blight227,3
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb126.jpg,Late_blight227,2
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1260.jpg,Late_blight227,0
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1261.jpg,Late_blight227,4
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1262.jpg,Late_blight227,0
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1263.jpg,Late_blight227,2
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1264.jpg,Late_blight227,1
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1265.jpg,Late_blight227,0
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1266.jpg,Late_blight227,4
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1267.jpg,Late_blight227,3
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1268.jpg,Late_blight227,3
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1269.jpg,Late_blight227,2
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb127.jpg,Late_blight227,1
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1270.jpg,Late_blight227,0
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1271.jpg,Late_blight227,4
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1272.jpg,Late_blight227,3
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1273.jpg,Late_blight227,0
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1274.jpg,Late_blight227,0
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1275.jpg,Late_blight227,4
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1276.jpg,Late_blight227,0
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1277.jpg,Late_blight227,2
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1278.jpg,Late_blight227,0
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1279.jpg,Late_blight227,1
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb128.jpg,Late_blight227,2
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1280.jpg,Late_blight227,2
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1281.jpg,Late_blight227,3
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1282.jpg,Late_blight227,2
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1283.jpg,Late_blight227,2
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1284.jpg,Late_blight227,4
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1285.jpg,Late_blight227,3
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1286.jpg,Late_blight227,1
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1287.jpg,Late_blight227,0
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1288.jpg,Late_blight227,4
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1289.jpg,Late_blight227,4
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb129.jpg,Late_blight227,3
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1290.jpg,Late_blight227,0
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1291.jpg,Late_blight227,4
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1292.jpg,Late_blight227,4
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1293.jpg,Late_blight227,1
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1294.jpg,Late_blight227,3
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1295.jpg,Late_blight227,4
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1296.jpg,Late_blight227,3
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1297.jpg,Late_blight227,2
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1298.jpg,Late_blight227,1
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1299.jpg,Late_blight227,3
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb13.jpg,Late_blight227,0
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb130.jpg,Late_blight227,1
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1300.jpg,Late_blight227,1
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1301.jpg,Late_blight227,2
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1302.jpg,Late_blight227,3
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1303.jpg,Late_blight227,4
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1304.jpg,Late_blight227,1
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1305.jpg,Late_blight227,1
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1306.jpg,Late_blight227,0
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1307.jpg,Late_blight227,2
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1308.jpg,Late_blight227,3
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1309.jpg,Late_blight227,0
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb131.jpg,Late_blight227,4
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1310.jpg,Late_blight227,1
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1311.jpg,Late_blight227,4
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1312.jpg,Late_blight227,0
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1313.jpg,Late_blight227,3
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1314.jpg,Late_blight227,2
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1315.jpg,Late_blight227,2
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1316.jpg,Late_blight227,2
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1317.jpg,Late_blight227,1
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1318.jpg,Late_blight227,0
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1319.jpg,Late_blight227,3
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb132.jpg,Late_blight227,1
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1320.jpg,Late_blight227,3
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1321.jpg,Late_blight227,2
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1322.jpg,Late_blight227,4
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1323.jpg,Late_blight227,0
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1324.jpg,Late_blight227,4
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1325.jpg,Late_blight227,4
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1326.jpg,Late_blight227,3
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1327.jpg,Late_blight227,4
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1328.jpg,Late_blight227,3
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1329.jpg,Late_blight227,4
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb133.jpg,Late_blight227,0
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1330.jpg,Late_blight227,2
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1331.jpg,Late_blight227,4
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1332.jpg,Late_blight227,2
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1333.jpg,Late_blight227,3
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1334.jpg,Late_blight227,2
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1335.jpg,Late_blight227,1
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1336.jpg,Late_blight227,1
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1337.jpg,Late_blight227,0
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1338.jpg,Late_blight227,0
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1339.jpg,Late_blight227,1
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb134.jpg,Late_blight227,3
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1340.jpg,Late_blight227,1
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1341.jpg,Late_blight227,4
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1342.jpg,Late_blight227,1
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1343.jpg,Late_blight227,0
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1344.jpg,Late_blight227,4
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1345.jpg,Late_blight227,2
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1346.jpg,Late_blight227,0
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1347.jpg,Late_blight227,3
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1348.jpg,Late_blight227,0
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1349.jpg,Late_blight227,0
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb135.jpg,Late_blight227,2
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1350.jpg,Late_blight227,2
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1351.jpg,Late_blight227,2
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1352.jpg,Late_blight227,1
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1353.jpg,Late_blight227,0
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1354.jpg,Late_blight227,1
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1355.jpg,Late_blight227,3
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1356.jpg,Late_blight227,4
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1357.jpg,Late_blight227,1
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1358.jpg,Late_blight227,0
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1359.jpg,Late_blight227,0
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb136.jpg,Late_blight227,2
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1360.jpg,Late_blight227,0
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1361.jpg,Late_blight227,4
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1362.jpg,Late_blight227,4
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1363.jpg,Late_blight227,3
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1364.jpg,Late_blight227,4
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1365.jpg,Late_blight227,4
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1366.jpg,Late_blight227,3
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1367.jpg,Late_blight227,4
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1368.jpg,Late_blight227,3
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1369.jpg,Late_blight227,0
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb137.jpg,Late_blight227,1
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1370.jpg,Late_blight227,1
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1371.jpg,Late_blight227,4
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1372.jpg,Late_blight227,1
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1373.jpg,Late_blight227,2
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1374.jpg,Late_blight227,1
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1375.jpg,Late_blight227,0
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1376.jpg,Late_blight227,2
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1377.jpg,Late_blight227,3
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1378.jpg,Late_blight227,0
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1379.jpg,Late_blight227,3
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb138.jpg,Late_blight227,2
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1380.jpg,Late_blight227,2
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1381.jpg,Late_blight227,1
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1382.jpg,Late_blight227,4
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1383.jpg,Late_blight227,1
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1384.jpg,Late_blight227,1
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1385.jpg,Late_blight227,4
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1386.jpg,Late_blight227,2
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1387.jpg,Late_blight227,4
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1388.jpg,Late_blight227,2
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb1389.jpg,Late_blight227,1
data/raw/Mendeley/plantvillage/Preprocessed data/Late_blight227/Lb139.jpg,Late_blight227,0
